Customer_ID,Age,Gender,City,Occupation,Annual_Income,Purchase_Frequency,Total_Spending
CUST1485,18,Male,Hyderabad,Doctor,59310,9,7578
CUST1486,22,Male,Mumbai,Student,76088,7,13629
CUST1487,62,Male,Chennai,Doctor,148803,11,31669
CUST1488,21,Female,Bengaluru,Engineer,28906,1,4159
CUST1489,33,Female,Pune,Other,56914,13,13338
CUST1490,41,Female,Mumbai,Engineer,130350,3,7188
CUST1491,33,Female,Bengaluru,Other,65379,8,20584
CUST1492,19,Male,Hyderabad,Other,98612,3,2715
CUST1493,45,Female,Bengaluru,Teacher,134828,8,16584
CUST1494,49,Female,Pune,Doctor,147445,1,4240
CUST1495,44,Male,Mumbai,Student,57650,5,23870
CUST1496,37,Male,Chennai,Student,66881,4,18908
CUST1497,41,Male,Hyderabad,Business,66413,5,11730
CUST1498,29,Female,Mumbai,Other,26012,8,15824
CUST1499,52,Male,Pune,Student,70115,10,28950
CUST1500,50,Male,Hyderabad,Teacher,27151,14,17794
